smiles,bradley
C1=CC=C(C=C1)C1=NC2=CC=CC=C2N=C1C1=CC=CC=C1,126.0
CC=C1CCCC1,-130.0
FC1=CC=C(C=C1)N1CCNCC1,31.8
CC1=CC(=CC=C1N)C(O)=O,170.0
C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C,-43.2
CCCC#CCC,-131.0
ClC1=CC(Cl)=NC(Cl)=N1,22.8
COC(=O)CCC(O)=O,57.8
NC1=CC(Cl)=C(O)C=C1,152.0
O=CC1=CC2=CC=CC=C2C2=C1C=CC=C2,102.0
O=C1CCC(CC1)C1=CC=CC=C1,79.8
CCOC1=CC=C(CC(O)=O)C=C1,88.8
CC(=O)C1=CC=C(Br)S1,94.8
CC1=CC(Cl)=NC(Cl)=N1,46.2
CCC1=CC=CC(=C1)C1=CC=CC=C1,-27.8
ON1C(=O)CCC1=O,96.8
CCOC(=O)C(=C)C#N,-22.2
OC(=O)CCOC1=CC=CC=C1,97.8
CSC1=CC=C(C=C1)C(O)=O,195.0
CC1=CC(=CC=C1Cl)[N+]([O-])=O,42.8
NC(=O)C1=C(F)C=CC=C1F,147.0
OC1=CC2=C(C=C1)C1=CC=CC=C1N2,272.0
OC(C(O)=O)C1=CC=C(Br)C=C1,117.0
CCCCCCC(O)CCCC,-3.75
CCC1=CCCC1,-118.0
CCOC1=CC=C(C=C1)C#N,61.8
CC1=C(C=NN1C1=CC=CC=C1)C(O)=O,167.0
COC(=O)C1=CC(Cl)=CC=C1[N+]([O-])=O,48.8
N#CC1=CNC2=CC=CC=C12,180.0
CC1=C2C=CC=CC2=NC1C1=CC=CC=C1,91.2
CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,63.2
OC(=O)C1=C(F)C=CC(F)=C1F,131.0
COC(=O)C1=CNC2=C1C=CC=C2,151.0
BrC1=CC=C(O1)C=O,83.8
O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1,131.0
CCCCC=CC,-109.0
N[C@@H](CC1=CC=C(O)C(F)=C1)C(O)=O,261.0
NC(=S)C1=C(Cl)C=CC=C1Cl,151.0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,116.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\C1=CC(OC)=C(OC)C(OC)=C1,238.0
OC1=CC2=C(C=C1)C=CC(=O)O2,230.0
OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=CC=C1,215.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,198.0
CCCC(C)=CC,-119.0
[O-][N+](=O)C1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1,146.0
OC(=O)CCCCCCCCC=C,24.2
CC(=O)NC1=CC(C)=CC=C1,65.2
OCC(O)C(O)CO,122.0
CC1=CC(O)=CC(O)=C1,107.0
CC1=CC=NC2=C1C=CC=C2,9.75
CC1=CC=C2C=CC=CC2=N1,-1.75
ClC1=CC(Br)=CC=C1,-21.8
OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=N1,140.0
COC1=CC(C)=CC=C1O,5.75
FC1=CC=CC=C1C=O,-44.8
C1CC2=CC=CC=C2O1,-21.2
ClC1=CC=C(Cl)C(Cl)=C1Cl,47.2
CCC1=CC=NC=C1,-90.8
CCC1=CC=C(Br)C=C1,-43.2
FC1=CC(F)=C(F)C=C1F,4.25
COC(=O)C1=CC=CN=C1,42.2
FC1=CC(F)=CC(F)=C1,-5.75
CC1=CC=C(Cl)C=C1Cl,-13.2
NC1=C(F)C(F)=CC(F)=C1F,31.2
CC(=O)C1=C(C)C=C(C)C(C)=C1,10.2
FC1=CC=CC=C1I,-41.8
ClC(Cl)C(=O)C1=CC=CC=C1,20.8
ClCC(=O)C1=CC=C(Cl)C=C1,101.0
COC1=CC=CC(=C1)[N+]([O-])=O,38.2
CCOC(=O)C1=CC=C(OC)C(OC)=C1,43.8
OC(=O)CCC(=O)C(O)=O,115.0
OC(=O)CC1=CC(O)=C(O)C=C1,129.0
N1C=CN=C1,90.2
N1C=CC2=CC=CC=C12,52.0
CC1=CC=C2C=C3C(C=CC4=C3C=CC=C4)=C3CCC1=C23,180.0
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,196.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,116.0
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,158.0
OC1=NC2=C(O1)C=CC(Cl)=C2,191.0
OCC1=CC(=O)C(O)=CO1,154.0
O=CC1=CC=CC=C1C=O,56.2
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,233.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC(OC)=CC=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,265.0
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,150.0
S=C=S,-112.0
CC(C)S,-131.0
C[N+]([O-])=O,-28.8
OC(=O)C(Br)(Br)Br,132.0
O=S1(=O)CC=CC1,64.8
NC(=O)C=C,84.2
ClS(=O)(=O)C1=CC=CC=C1,14.8
CC(C)(C)C1CCC(=O)CC1,48.8
CC(=O)C1=CC=C(Br)C=C1,50.8
CCOC1=CC=CC=C1,-29.8
CCCC(C)Br,-95.8
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,50.2
CC1=CC2=NNN=C2C=C1,81.0
CCCCCCCCCCCCBr,-9.75
NC1=CC(Cl)=C(F)C=C1,45.8
NC1=CC=C(F)C=C1F,-7.75
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,17.8
BrC1=CC=CC=C1I,9.75
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,80.2
CC1=CC=CC=C1C=C,-68.8
CC1=NC2=C(N1)C=CC=C2,176.0
CCC1=CC=CC(C)=C1,-95.8
CCCCCCCC(C)O,-35.2
N#CCCCCCCC#N,-3.25
CCCCCCCCCCCCCCCO,45.8
CC1=CC=CC(=C1)C1=CC=CC=C1,4.75
CCC(=C)CC,-132.0
O=S1(=O)CCCO1,31.8
CC1(C)C2CC1C(=C)CC2,-61.2
[O-][N+](=O)C1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,70.2
OC(=O)CC1=CC(=CC=C1)[N+]([O-])=O,119.0
BrC1=CC=CC=C1C#N,55.2
CCCCCC1CCCCC1,-57.8
BrC1=CC=CC(=C1)C#N,39.2
CCOC(=O)N1C=CN(C)C1=S,124.0
CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,53.2
NC(=O)C1=CC=C(O)C=C1,161.0
CCOC(=O)C(C(=O)OCC)C1=CC=CC=C1,16.2
FC1=CC=CC=C1C1=CC=CC=C1,73.8
OC1=CC=CC=C1C(F)(F)F,45.8
CC1(CCCCC1)C(O)=O,37.8
BrCCCCCCCCBr,15.8
OC(=O)CCCCCCCBr,38.8
C\C=C\C=C\CO,30.8
CC=CC=CC(O)=O,134.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,159.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,113.0
COC1=CC=C(C=C1)C(C)=O,38.2
CNCCO,-4.75
CCOC1=CC=C(C=O)C=C1,13.8
OCC(F)(F)F,-43.8
[O-][N+](=O)C1=C(Cl)C(Cl)=CC=C1,61.8
O=CC1=CC=CC(=C1)C#N,76.8
ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,95.2
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,130.0
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,129.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,142.0
CC(C)C#N,-71.8
CC(=O)CCl,-44.8
CCC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,109.0
COC1=CC=CC=C1,-37.2
C1CCC=CC1,-104.0
CCC(=O)OC,-87.8
CCCCCCCCCCCCCC,5.75
OC1=CC=C(C=C1)C#N,112.0
COC1=CC=C(NC(=O)N(C)C)C=C1Cl,127.0
CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,32.2
NCCCCN,27.2
COC(=O)CCC(=O)OC,19.2
COC(=O)C1=CC=CC=C1N,24.2
COC1=CC(C=O)=CC=C1O,81.8
CC1=CC(=CC=C1)[N+]([O-])=O,15.8
CS(C)=O,18.2
NC(=O)C1=CC=CN=C1,130.0
CCN1C=C(C(O)=O)C(=O)C2=CC=C(C)N=C12,229.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,175.0
CC=CC=O,-76.2
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,94.8
[O-][N+](=O)C1=CC=C(Cl)C=C1,83.8
CCCCOC(=O)C1=CC=C(N)C=C1,57.8
CCCCOC(=O)CCC,-91.8
C1CCCCC1,6.73
NC=O,2.27
[H]C([H])([H])C([H])([H])[H],-183.0
O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,151.0
FC(Cl)(Cl)Cl,-111.0
CCCCOC(=O)C=C,-64.3
CC(Cl)=C,-138.0
CC(=C)CCC(C)=C,-75.3
CC(C)C1=CC(C(C)C)=C(C=C1C(C)C)C(C)C,119.0
O1C=CC=C1,-85.3
NC(=O)C1=CC=CC=C1[N+]([O-])=O,176.0
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,201.0
CCCCCCCCCCCCCCBr,5.3
CC1OC(C)OC(C)O1,12.3
OC1=CC=CC=C1Br,5.3
CCCCCCC=CCCCCCCCC(O)=O,0.2
O=C1CCO1,-33.7
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,40.3
NNC1=CC=CC=C1,19.3
OCCF,-26.7
CC(C)(C)C,-16.7
CCCCCCCCCCCCCCCCCCCCCCCCCC,56.7
O=S1(=O)CCCC1,27.3
OCCC#C,-63.3
CN(C)C=O,-60.7
CCCCCCCCCCC(O)=O,28.3
ClC(Cl)Cl,-63.3
OC1CCCCCCCCC1,40.2
CN1C(=O)N(C)C(=O)N(C)C1=O,176.0
CC1=CC=NC=C1,3.33
IC#N,146.0
ClC1=CC=CC=C1Br,-12.7
BrC1=CC2=CC=CC=C2N=C1,13.7
CCOC1=CC=CC=C1C(O)=O,20.4
BrCCCOC1=CC=CC=C1,10.3
CCC(C1=CC=CC=C1)C1=CC=CC=C1,13.7
CCl,-97.3
C1CO1,-111.0
FC(F)(F)C(F)(F)F,-100.0
CC(C)(C)C1=CC=C(O)C(O)=C1,54.6
OC1=C(C=O)C=C(Cl)C=C1,101.0
CC1=CC(Br)=CC=C1O,64.3
CC(C)OC(=O)NC1=CC=CC=C1,87.7
C1CCCCCCCCCCCCCC1,61.6
FC1=CC(F)=C(F)C(F)=C1F,-47.6
C=CC=O,-87.3
BrC1=CC=C(OC2=CC=CC=C2)C=C1,18.4
CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,167.0
OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,60.4
OC(=O)COC1=CC=C(F)C=C1,105.0
ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,74.6
O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1,37.6
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-67.4
CC(C)OC(C)C,-86.4
C1OCOCO1,60.6
CCCC(O)CCC,-41.6
CC1=CC=C(C)O1,-62.4
COC1=CC=CC(O)=C1O,42.4
COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,75.4
COC1=CC=C(C=O)C2=C1C=CC=C2,34.4
CC#CC#CC,67.4
CCOC=C,-115.0
OC1=CC=CC=N1,107.0
CCCCCCI,-74.6
CC(Cl)=O,-112.0
CCN(CC)C1=CC=CC=C1,-38.4
ClC1=CC=C(C=C1)C1=CC=CC=C1,78.4
CC(O)C(C)(C)C,5.2
BrC1=CC=CC2=C1C=CC=C2,-1.4
C[C@H]1CC[C@@H](O)CC1,-9.6
OC(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,182.0
C=CCC=C,-148.0
C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,36.4
O=C1CCCC1,-51.5
CCCCCCCCCCCCCCCCCC(=O)OC,39.5
C1C2C=CC1C=C2,-19.6
NCCCCCCCN,28.4
CCOC(=O)CC,-73.5
CCCCCCOC(C)=O,-80.5
CC(C)C=O,-65.5
CC(C)C1=CC=C(C)C=C1,-68.5
OC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1,250.0
O=S=O,-72.5
OC(=O)C1=CC=C(O)C=C1O,226.0
CC(N)(CO)CO,110.0
CC1=CC=NC(N)=C1,99.5
NC1=CC2=C(C=C1)C1=CC=CC=C1C2,128.0
COP(=O)(NC(C)=O)SC,88.5
NC1=CC=C(C=C1)C(=O)NCC(O)=O,199.0
COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,72.5
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,64.5
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,148.0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,140.0
CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O,213.0
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,166.0
COP(N)(=O)SC,45.5
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,204.0
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,52.5
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,114.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,262.0
OC(=O)C1=C(Cl)C=C(Cl)C=C1Cl,162.0
OC(=O)C1=C(Cl)C(Cl)=CC=C1,168.0
CC1=CC=C(C(O)=O)C(O)=C1,178.0
CC(=O)NC1=CC=C2C(CC3=CC=CC=C23)=C1,194.0
CC[C@]1(O)C[C@H]2C[N@@](C1)CCC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,219.0
O=CC1=CC2=CC=CC=C2C=C1,61.5
C[Si](C)(C)C,-99.5
CC1(C)C2CCC1(C)C(=O)C2Br,76.5
CCC(C)(O)C#CC(C)(O)CC,53.5
O=C1OC(=O)C2=CC=CC3=C2C1=CC=C3,270.0
O=C1OCC2=CC=CC=C12,74.5
CC1=C(N)C=CC=C1Cl,1.5
OC(=O)C1=CSC=C1,138.0
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,61.5
O=C1C2=CC=CC=C2OC2=CC=CC=C12,176.0
O=C(C1=CC=CC=C1)C1=CC=CC=N1,42.5
CC(=O)OC(OC(C)=O)C1=CC=C(O1)[N+]([O-])=O,90.5
COC1=CC=C(CC(O)=O)C=C1OC,97.5
CCCOC(=O)C1=CC=C(N)C=C1,74.5
COC1=CC(=CC=C1N)[N+]([O-])=O,140.0
ClS(=O)(=O)C1=CC=C(Br)C=C1,75.5
ClC1=CC=C(C=C1)S(Cl)(=O)=O,51.5
CN(C)C1=CC=C(C=C1)[N+]([O-])=O,164.0
ClN=C1C=C(Cl)C(=O)C(Cl)=C1,66.5
N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,150.0
ClC1=C(Cl)C=C(C=C1)N=C=O,42.5
CC1=NNC(=O)C1,222.0
CC1=CN=CC=N1,-29.5
CCCCCCCCCCCCCCCC(=O)OC,30.5
OCCCCCCCCCC=C,-2.5
CCCCCCCCCCCCS,-7.5
CCCCCCCCCCCCCCCC(Cl)=O,11.5
CCCCCCCCCCCCCCCCBr,17.5
OCC(Cl)(Cl)Cl,18.5
OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,78.0
OC1=CC=CC=C1C(=O)C1=CC=CC=C1,39.5
COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,136.0
COC1=CC(C=O)=CC(OC)=C1O,112.0
NC1=CC=C(OC2=CC=CC=C2)C=C1,83.5
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,216.0
C1=CC=C2N=CN=CC2=C1,47.5
C1=CC2=CC3=CC=CC=C3N=C2C=C1,108.0
N1C=CC2=C1N=CC=C2,106.0
O1C=NC2=CC=CC=C12,30.5
C1CN2CCN1CC2,158.0
OC(=O)CC#N,66.5
OC(=O)C1=C(F)C=CC=C1F,158.0
FC1=CC=CC=C1C(Cl)=O,4.5
OC(=O)C1=CC(F)=CC=C1,124.0
N1C(=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,276.0
COC1=CC(OC)=C(C=C1OC)C(O)=O,144.0
[O-]\[N+](=N/C1=CC=CC=C1)C1=CC=CC=C1,35.5
C1CC2CC1C=C2,45.5
OCCC1=CC=C(O)C=C1,90.5
OCCCCCCCCCCCCCCCC(O)=O,98.5
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,36.5
OCCC1=CNC2=CC=CC=C12,58.5
CC1=CC(C)=C(O)C(C)=C1,72.5
OC(=O)C1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,166.0
O=C1CCCC2=CC=CC=C12,7.5
NC(=O)NCC1=CC=CC=C1,148.0
CCCCCCCCC(=O)CCCCCCCC,52.5
CC(C)CC(N)=O,136.0
CC1=CC=CC(=C1N)[N+]([O-])=O,95.5
OCC1=CC=NC=C1,53.5
COC(N)=O,54.5
OC(=O)C(Cl)=C,65.5
CCC(C(O)=O)C(O)=O,114.0
OC1=CC=CC(O)=C1[N+]([O-])=O,82.5
OC(=O)C1=C(F)C(F)=C(F)C(F)=C1F,102.0
CC1=CC=CC(C(O)=O)=C1C,146.0
[O-][N+](=O)C1=CC2=C(C=CC=C2)C(=C1)[N+]([O-])=O,148.0
CN1C(=O)C=CC2=C1C=CC=C2,74.5
[O-][N+](=O)C1=CC=C2C(CC3=CC=CC=C23)=C1,156.0
[O-][N+](=O)C1=CC=CO1,30.5
OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,182.0
OC(=O)C(=O)C1=CC=CC=C1,65.5
CC1=CC=C(C=C1)C1=CC=C(C)C=C1,120.0
N#CC1=CC2=CC=CC=C2C=C1,65.5
O=C1CCCN1,23.5
CC1=CC=C(C=C1C)C(O)=O,166.0
[O-][S+](CC1=CC=CC=C1)CC1=CC=CC=C1,134.0
CCOC1=CC=CC(=C1)C(O)=O,136.0
NC(=O)OCC1=CC=CC=C1,87.5
CCCOC1=CC=CC=C1,-27.5
CC(CC(O)=O)CC(O)=O,86.5
CC(CCC(O)=O)CC(O)=O,100.0
CCCCCCC#N,-63.5
CCCCCCCCCCCCCCCCCCCCCCCCC,53.5
C1=CC=C(C=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,282.0
CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,44.5
CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,84.0
N#CC(C#N)=C(C#N)C#N,198.0
CP(Cl)(Cl)=O,35.5
CC1=NC=CN1,144.0
O=C1CC2=CC=CC=C2C(=O)O1,142.0
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,66.5
O1C(=NN=C1C1=CC=CC=C1)C1=CC=CC=C1,140.0
CC(C)=CC=C(C)C,12.5
CC1=CC(C)=NC(N)=N1,152.0
CC1=CC(C)=C(C(C)=C1)S(Cl)(=O)=O,55.5
CC(Cl)C(Cl)(Cl)Cl,-64.5
C=CC1=CC=C2C=CC=CC2=C1,65.5
NNC1=C(F)C(F)=C(F)C(F)=C1F,75.5
O=C1CCCCCCCCCCC1,60.5
CC1=CC=C(C=C1)C(Cl)=O,-2.5
S1C2=C(C=CC=C2)N=C1C1=CC=CC=C1,114.0
OC1=NC2=CC=CC=C2S1,138.0
[O-][N+](=O)C1=C(Cl)C=CC(=C1)C#N,99.5
[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)[N+]([O-])=O,160.0
COC1=CC=C2C(=O)CCCC2=C1,78.5
CC(=O)C1=CC=NC=C1,15.5
CC1=CC=NC(=C1)C1=CC(C)=CC=N1,174.0
BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,306.0
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C(O)=O,258.0
ClC1=CC(Br)=C(Cl)C=C1,34.5
NC(=O)C1=CC=NC=C1,156.0
FC1=CC=C(C=C1)N=C=S,26.5
COC(=O)C1=CC=C(C=C1)C(O)=O,222.0
OP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,194.0
NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,240.0
COC1=CC=CC(OC)=C1C(C)=O,69.5
OC(=O)CCCCBr,39.5
ClC1=CC=C(C=C1)N=C=S,45.5
ClC1=C(Cl)N=CC=C1,66.5
OC(=O)CC1=CC=CC=C1Cl,95.5
ClC1=CC(Cl)=CN=C1,65.5
CC(=O)N1C=CN=C1,102.0
OC(=O)C1=C(C=CC(Cl)=C1)[N+]([O-])=O,138.0
CCOC(=O)C1=CC=CC=N1,1.5
OC1=C(Br)C=C(C=O)C=C1Br,182.0
OC1=C(C=C(C=O)C=C1)[N+]([O-])=O,142.0
N#CSCC1=CC=CC=C1,42.5
CS(=O)(=O)C1=CC=CC=C1,86.5
NNC(=O)C1=CC=CO1,79.5
BrCCCCCCCCCCCCBr,40.5
CCNC1=CC=C(C=C1)[N+]([O-])=O,96.5
S=C=NC1=CC=C(C=C1)N=C=S,132.0
CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,43.5
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,81.5
OC(=O)CCCCCBr,34.5
OC(=O)C1=CC=C(S1)C(O)=O,358.0
O=CN1CCOCC1,21.5
CC1=CC=C(CC2=CC=C(C)C=C2)C=C1,28.5
CC1=C(C(=CC=C1)C(O)=O)[N+]([O-])=O,222.0
BrCCCN1C(=O)C2=CC=CC=C2C1=O,74.5
CCCCCCCC1CCCCC1,-30.5
NC(=O)C1=CC=CS1,182.0
N#CSCSC#N,106.0
NS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,180.0
NCC1CCNCC1,24.5
ClC(=O)C1=CC=CC=C1Br,10.5
NC(=O)C(Br)(Br)C#N,124.0
CC1(C)C2CCC1(C)C(=O)C2=O,200.0
CCCCCCCCCCCCC=O,14.5
C1COC2=CC=CC=C2OCCOCCOC2=CC=CC=C2OCCO1,162.0
CCCCCC1=CC=C(O)C=C1,23.5
OCC1=C(Cl)C=CC=C1Cl,97.5
N#CC1=CC2=C(NC=C2)C=C1,106.0
CCCCCCCCCCCCCC(=O)OC,18.5
CC1=C(Br)C=C(Br)C=C1Br,69.5
BrC1=CC(CC#N)=CC=C1,27.5
OC(=O)C1=CC=CC=C1C1=CC=C(C=C1)C(F)(F)F,170.0
OC(=O)CSC1=CC=CC=C1,64.5
CC(S)C(O)=O,11.5
C1CNCCNCCCNCCNC1,186.0
O=C1C(=C1C1=CC=CC=C1)C1=CC=CC=C1,120.0
NNS(=O)(=O)C1=CC=CC=C1,102.0
ClC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,83.5
[O-][N+](=O)C1=CC=C(C=C1)N=C=O,57.5
CN1CCC(O)CC1,28.5
ClC1=CC=CC(=C1)C(=O)C1=CC=CC=C1,82.5
CC1=CC(Br)=C(C)C=C1Br,73.5
BrCC1=CC=CC=C1CBr,94.5
C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,69.5
COC1=CC=C(Cl)C=C1N,82.5
NS(=O)(=O)C1=CC=C(Cl)C=C1,146.0
OC(=O)CSCC1=CC=CC=C1,61.5
CCOC=C(C#N)C#N,65.5
CC(C)=NO,61.5
[O-][N+](=O)C1=CC(=C(F)C=C1F)[N+]([O-])=O,73.5
OC(=O)C1=CC=C(OC(F)(F)F)C=C1,152.0
OC(=O)CC1=CC(=CC=C1)C(F)(F)F,77.5
FC1=CC=C(C=C1)C(Cl)=O,9.5
CC1=CC=C(F)C=C1[N+]([O-])=O,26.5
CC1=C(C)C(C)=C(CCl)C(C)=C1C,82.5
S1C=CC=C1C1=CC=CS1,32.5
NC1=CC=CC=C1C=O,38.5
O=C(N1C=CN=C1)N1C=CN=C1,118.0
N(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(NC2=CC=CC=C2)C=C1,248.0
NC1=CC2=C(C=C1)N=CS2,87.5
BrCC1=CC=C(Br)C=C1,62.5
CC#CC(O)=O,77.5
CC1=CC(=CC=C1O)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C(C)=C1,224.0
CCCCS(=O)(=O)CCCC,44.5
CC1=CC(O)=C2C=CC=CC2=N1,234.0
OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O,162.0
C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,85.5
NC(=O)C1=CC(Cl)=CC=C1,136.0
CC1=CC=C(C=C1)C(=O)CBr,51.5
O=S(=O)(CC1=CC=CC=C1)CC1=CC=CC=C1,152.0
C(OC1=CC=C(OCC2=CC=CC=C2)C=C1)C1=CC=CC=C1,128.0
NC(=O)OC1=CC=CC=C1,150.0
CC(=O)OCCCCOC(C)=O,12.5
C1=CC=C(C=C1)C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,224.0
OC(=O)C#CC1=CC=CC=C1,136.0
NC(=O)C1=C(F)C(F)=C(F)C(F)=C1F,148.0
O=C(C1=CC=CS1)C1=CC=CS1,89.5
CC(=O)C1=CC=C(C=C1)C(F)(F)F,31.5
FC(F)(F)C1=CC=CC=C1C(=O)C1=CC=CC=C1,60.5
COC1=CC(O)=CC=C1O,89.5
COC1=CC=C(C(C)=O)C(OC)=C1,40.5
CN1C=CC(=O)N(C)C1=O,120.0
COC1=CC=CC(C(O)=O)=C1O,152.0
CC1=CC=CC2=C1NC=C2,84.5
CC1=CC=C(OCC(O)=O)C=C1,140.0
CCOC(=O)C1=CC=C(O1)[N+]([O-])=O,100.0
C(OC1=CC=CC=C1)C1=CC=CC=C1,39.5
C1=CC=C(C=C1)C1=NN=C(N=C1C1=CC=CC=C1)C1=CC=CC=N1,192.0
NC1=CC=CC2=C1C=CN=C2,128.0
